fsid,name,fips,lsad,longitude,latitude,properties,atRisk,bounding
39001,Adams County,39001,None,-83.47215178,38.845514928,20919,3344,|[[[-83.705311, 38.596664], [-83.267613, 38.596664], [-83.267613, 39.055202], [-83.705311, 39.055202], [-83.705311, 38.596664]]]|
39003,Allen County,39003,None,-84.105779432,40.771520708,52714,4460,|[[[-84.39738, 40.643069], [-83.879828, 40.643069], [-83.879828, 40.920429], [-84.39738, 40.920429], [-84.39738, 40.643069]]]|
39005,Ashland County,39005,None,-82.270692771,40.846024193,31992,3133,|[[[-82.436916, 40.555001], [-82.12501, 40.555001], [-82.12501, 41.066007], [-82.436916, 41.066007], [-82.436916, 40.555001]]]|
39007,Ashtabula County,39007,None,-80.759010793,41.896381141,74998,5563,|[[[-81.009827, 41.499327], [-80.519158, 41.499327], [-80.519158, 42.327132], [-81.009827, 42.327132], [-81.009827, 41.499327]]]|
39009,Athens County,39009,None,-82.045128893,39.333863211,40867,13836,|[[[-82.298476, 39.18056], [-81.721808, 39.18056], [-81.721808, 39.556574], [-82.298476, 39.556574], [-82.298476, 39.18056]]]|
39011,Auglaize County,39011,None,-84.221738715,40.560911297,28181,2974,|[[[-84.456227, 40.354534], [-83.879932, 40.354534], [-83.879932, 40.68608], [-84.456227, 40.68608], [-84.456227, 40.354534]]]|
39013,Belmont County,39013,None,-80.988542447,40.015800167,59829,15623,|[[[-81.237316, 39.849982], [-80.70275, 39.849982], [-80.70275, 40.172694], [-81.237316, 40.172694], [-81.237316, 39.849982]]]|
39015,Brown County,39015,None,-83.867427918,38.934047656,35464,5047,|[[[-84.052709, 38.639702], [-83.673018, 38.639702], [-83.673018, 39.254235], [-84.052709, 39.254235], [-84.052709, 38.639702]]]|
39017,Butler County,39017,None,-84.575644932,39.438616476,163672,17138,|[[[-84.81945, 39.292284], [-84.332038, 39.292284], [-84.332038, 39.591024], [-84.81945, 39.591024], [-84.81945, 39.292284]]]|
39019,Carroll County,39019,None,-81.089716537,40.579591501,28269,3765,|[[[-81.321659, 40.4247], [-80.860822, 40.4247], [-80.860822, 40.729172], [-81.321659, 40.729172], [-81.321659, 40.4247]]]|
39021,Champaign County,39021,None,-83.769496956,40.137674362,25856,3324,|[[[-84.036069, 40.010188], [-83.494498, 40.010188], [-83.494498, 40.273459], [-84.036069, 40.273459], [-84.036069, 40.010188]]]|
39023,Clark County,39023,None,-83.783889727,39.916777916,66528,5451,|[[[-84.053736, 39.768778], [-83.509933, 39.768778], [-83.509933, 40.04019], [-84.053736, 40.04019], [-84.053736, 39.768778]]]|
39025,Clermont County,39025,None,-84.151917889,39.047432931,96214,8985,|[[[-84.32004, 38.770414], [-83.99312, 38.770414], [-83.99312, 39.270796], [-84.32004, 39.270796], [-84.32004, 38.770414]]]|
39027,Clinton County,39027,None,-83.808378857,39.414978009,25738,2334,|[[[-84.006782, 39.222845], [-83.576286, 39.222845], [-83.576286, 39.569169], [-84.006782, 39.569169], [-84.006782, 39.222845]]]|
39029,Columbiana County,39029,None,-80.77718656,40.768427748,75471,9693,|[[[-81.087391, 40.58248], [-80.518899, 40.58248], [-80.518899, 40.9302], [-81.087391, 40.9302], [-81.087391, 40.58248]]]|
39031,Coshocton County,39031,None,-81.920010737,40.301641377,27206,5210,|[[[-82.195911, 40.150976], [-81.61603, 40.150976], [-81.61603, 40.45628], [-82.195911, 40.45628], [-82.195911, 40.150976]]]|
39033,Crawford County,39033,None,-82.919777702,40.850772573,33540,3716,|[[[-83.112745, 40.70255], [-82.724184, 40.70255], [-82.724184, 40.996943], [-83.112745, 40.996943], [-83.112745, 40.70255]]]|
39035,Cuyahoga County,39035,None,-81.700195929,41.635059059,536481,32840,|[[[-81.971262, 41.275044], [-81.374772, 41.275044], [-81.374772, 42.096402], [-81.971262, 42.096402], [-81.971262, 41.275044]]]|
