fsid,name,fips,lsad,longitude,latitude,properties,atRisk,bounding
26001,Alcona County,26001,None,-83.129007515,44.683623378,19996,1225,|[[-83.888588, 44.508898], [-82.329519, 44.508898], [-82.329519, 44.864026], [-83.888588, 44.864026], [-83.888588, 44.508898]]|
26003,Alger County,26003,None,-86.572160172,46.948269211,12565,1069,|[[-87.116634, 46.158461], [-85.854607, 46.158461], [-85.854607, 47.817998], [-87.116634, 47.817998], [-87.116634, 46.158461]]|
26005,Allegan County,26005,None,-86.291765186,42.593673273,66907,7154,|[[-87.058716, 42.415413], [-85.542987, 42.415413], [-85.542987, 42.768937], [-87.058716, 42.768937], [-87.058716, 42.415413]]|
26007,Alpena County,26007,None,-83.165201091,45.031107507,0,None,|[[-83.890439, 44.855544], [-82.408717, 44.855544], [-82.408717, 45.212778], [-83.890439, 45.212778], [-83.890439, 44.855544]]|
26009,Antrim County,26009,None,-85.175822158,45.007383813,36807,4138,|[[-85.480674, 44.812372], [-84.847309, 44.812372], [-84.847309, 45.207776], [-85.480674, 45.207776], [-85.480674, 44.812372]]|
26011,Arenac County,26011,None,-83.747241842,44.042885473,10795,1100,|[[-84.166744, 43.833948], [-83.18528, 43.833948], [-83.18528, 44.168404], [-84.166744, 44.168404], [-84.166744, 43.833948]]|
26013,Baraga County,26013,None,-88.352180345,46.699709448,0,None,|[[-88.679453, 46.41976], [-87.991159, 46.41976], [-87.991159, 47.043958], [-88.679453, 47.043958], [-88.679453, 46.41976]]|
26015,Barry County,26015,None,-85.308968084,42.595028431,33006,4243,|[[-85.545575, 42.419722], [-85.071609, 42.419722], [-85.071609, 42.770784], [-85.545575, 42.770784], [-85.545575, 42.419722]]|
26017,Bay County,26017,None,-83.941835089,43.721365594,52112,5182,|[[-84.168127, 43.478623], [-83.698816, 43.478623], [-83.698816, 43.997061], [-84.168127, 43.997061], [-84.168127, 43.478623]]|
26019,Benzie County,26019,None,-86.300626203,44.644587469,19253,3004,|[[-86.846928, 44.512951], [-85.815109, 44.512951], [-85.815109, 44.778739], [-86.846928, 44.778739], [-86.846928, 44.512951]]|
26021,Berrien County,26021,None,-86.685421162,41.995777688,86457,9344,|[[-87.207774, 41.759487], [-86.222817, 41.759487], [-86.222817, 42.243541], [-87.207774, 42.243541], [-87.207774, 41.759487]]|
26023,Branch County,26023,None,-85.05904436,41.916118654,26609,4168,|[[-85.293645, 41.759491], [-84.825069, 41.759491], [-84.825069, 42.072903], [-85.293645, 42.072903], [-85.293645, 41.759491]]|
26025,Calhoun County,26025,None,-85.005583487,42.246539472,62887,6407,|[[-85.299557, 42.070366], [-84.709556, 42.070366], [-84.709556, 42.422188], [-85.299557, 42.422188], [-85.299557, 42.070366]]|
26027,Cass County,26027,None,-85.993457751,41.915400334,35907,3545,|[[-86.226095, 41.759064], [-85.760117, 41.759064], [-85.760117, 42.071484], [-86.226095, 42.071484], [-86.226095, 41.759064]]|
26029,Charlevoix County,26029,None,-85.373250216,45.502497676,28693,2154,|[[-85.873227, 45.114903], [-84.732687, 45.114903], [-84.732687, 45.883244], [-85.873227, 45.883244], [-85.873227, 45.114903]]|
26031,Cheboygan County,26031,None,-84.492064417,45.472940429,30142,3425,|[[-84.734413, 45.198617], [-84.200949, 45.198617], [-84.200949, 45.81033], [-84.734413, 45.81033], [-84.734413, 45.198617]]|
26033,Chippewa County,26033,None,-84.529367924,46.328178432,27899,4341,|[[-85.240106, 45.773944], [-83.433558, 45.773944], [-83.433558, 47.04761], [-85.240106, 47.04761], [-85.240106, 45.773944]]|
26035,Clare County,26035,None,-84.847860755,43.987891865,0,None,|[[-85.088811, 43.813676], [-84.606012, 43.813676], [-84.606012, 44.164242], [-85.088811, 44.164242], [-85.088811, 43.813676]]|
26037,Clinton County,26037,None,-84.601516553,42.943652366,36698,3245,|[[-84.837639, 42.769479], [-84.363659, 42.769479], [-84.363659, 43.118851], [-84.837639, 43.118851], [-84.837639, 42.769479]]|
26039,Crawford County,26039,None,-84.610337109,44.68361117,18071,2466,|[[-84.851009, 44.507223], [-84.370611, 44.507223], [-84.370611, 44.858388], [-84.851009, 44.858388], [-84.851009, 44.507223]]|
26041,Delta County,26041,None,-86.870596651,45.791636458,23145,2955,|[[-87.368011, 45.32481], [-86.459112, 45.32481], [-86.459112, 46.159159], [-87.368011, 46.159159], [-87.368011, 45.32481]]|
26043,Dickinson County,26043,None,-87.870258445,46.009239458,11837,1051,|[[-88.136212, 45.722495], [-87.61514, 45.722495], [-87.61514, 46.247015], [-88.136212, 46.247015], [-88.136212, 45.722495]]|
26045,Eaton County,26045,None,-84.838314841,42.596069775,46222,4614,|[[-85.075585, 42.421428], [-84.600403, 42.421428], [-84.600403, 42.770784], [-85.075585, 42.770784], [-85.075585, 42.421428]]|
26047,Emmet County,26047,None,-84.981469961,45.58754247,31514,3020,|[[-85.308494, 45.271045], [-84.729838, 45.271045], [-84.729838, 45.87074], [-85.308494, 45.87074], [-85.308494, 45.271045]]|
26049,Genesee County,26049,None,-83.706711042,43.021722903,190414,15552,|[[-83.932071, 42.780821], [-83.453297, 42.780821], [-83.453297, 43.223131], [-83.932071, 43.223131], [-83.932071, 42.780821]]|
26051,Gladwin County,26051,None,-84.388246314,43.990673945,27813,6557,|[[-84.608104, 43.81356], [-84.165904, 43.81356], [-84.165904, 44.161809], [-84.608104, 44.161809], [-84.608104, 43.81356]]|
26053,Gogebic County,26053,None,-89.795471793,46.49548986,4285,457,|[[-90.418392, 46.097381], [-88.99064, 46.097381], [-88.99064, 47.041964], [-90.418392, 47.041964], [-90.418392, 46.097381]]|
26055,Grand Traverse County,26055,None,-85.552203246,44.716239079,51248,6153,|[[-85.817802, 44.512122], [-85.332836, 44.512122], [-85.332836, 45.120326], [-85.817802, 45.120326], [-85.817802, 44.512122]]|
26057,Gratiot County,26057,None,-84.604911054,43.292732679,22300,2173,|[[-84.845962, 43.117637], [-84.367756, 43.117637], [-84.367756, 43.466288], [-84.845962, 43.466288], [-84.845962, 43.117637]]|
26059,Hillsdale County,26059,None,-84.592927802,41.887767493,32848,2870,|[[-84.826491, 41.696118], [-84.360416, 41.696118], [-84.360416, 42.073456], [-84.826491, 42.073456], [-84.826491, 41.696118]]|
