fsid,name,fips,lsad,longitude,latitude,properties,atRisk,bounding
45001,Abbeville County,45001,None,-82.459164169,34.222606709,16160,0,|[[[-82.742103, 34.013796], [-82.239946, 34.013796], [-82.239946, 34.484002], [-82.742103, 34.484002], [-82.742103, 34.013796]]]|
45003,Aiken County,45003,None,-81.634689329,33.544288029,91625,0,|[[[-82.011989, 33.198148], [-81.187238, 33.198148], [-81.187238, 33.87723], [-82.011989, 33.87723], [-82.011989, 33.198148]]]|
45005,Allendale County,45005,None,-81.358201341,32.988110006,6581,0,|[[[-81.614033, 32.744867], [-81.082291, 32.744867], [-81.082291, 33.158279], [-81.614033, 33.158279], [-81.614033, 32.744867]]]|
45007,Anderson County,45007,None,-82.637750957,34.519280812,109338,0,|[[[-82.992232, 34.211903], [-82.313996, 34.211903], [-82.313996, 34.81945], [-82.992232, 34.81945], [-82.992232, 34.211903]]]|
45009,Bamberg County,45009,None,-81.054233774,33.214771,11620,0,|[[[-81.227805, 33.02663], [-80.797912, 33.02663], [-80.797912, 33.44], [-81.227805, 33.44], [-81.227805, 33.02663]]]|
45011,Barnwell County,45011,None,-81.435022772,33.266063634,15591,0,|[[[-81.772435, 33.092852], [-81.192881, 33.092852], [-81.192881, 33.490479], [-81.772435, 33.490479], [-81.772435, 33.092852]]]|
45013,Beaufort County,45013,None,-80.692198929,32.357048216,99410,0,|[[[-81.016234, 32.07689], [-80.305711, 32.07689], [-80.305711, 32.704321], [-81.016234, 32.704321], [-81.016234, 32.07689]]]|
45015,Berkeley County,45015,None,-79.9521583,33.19732661,95884,0,|[[[-80.361851, 32.818777], [-79.44652, 32.818777], [-79.44652, 33.507172], [-80.361851, 33.507172], [-80.361851, 32.818777]]]|
45017,Calhoun County,45017,None,-80.780280115,33.674854985,13082,0,|[[[-81.060499, 33.466006], [-80.496273, 33.466006], [-80.496273, 33.88008], [-81.060499, 33.88008], [-81.060499, 33.466006]]]|
45019,Charleston County,45019,None,-79.89682111,32.825045553,168728,0,|[[[-80.45363, 32.482565], [-79.26183, 32.482565], [-79.26183, 33.215136], [-80.45363, 33.215136], [-80.45363, 32.482565]]]|
45021,Cherokee County,45021,None,-81.620428678,35.04819981,29244,0,|[[[-81.874689, 34.83928], [-81.3666, 34.83928], [-81.3666, 35.184036], [-81.874689, 35.184036], [-81.874689, 34.83928]]]|
45023,Chester County,45023,None,-81.159531271,34.692057292,20878,0,|[[[-81.488275, 34.543146], [-80.859591, 34.543146], [-80.859591, 34.822342], [-81.488275, 34.822342], [-81.488275, 34.543146]]]|
45025,Chesterfield County,45025,None,-80.158685218,34.639764235,31152,0,|[[[-80.564088, 34.366207], [-79.777456, 34.366207], [-79.777456, 34.817429], [-80.564088, 34.817429], [-80.564088, 34.366207]]]|
45027,Clarendon County,45027,None,-80.216404972,33.665806061,28193,0,|[[[-80.540514, 33.430219], [-79.87562, 33.430219], [-79.87562, 33.946527], [-80.540514, 33.946527], [-80.540514, 33.430219]]]|
45029,Colleton County,45029,None,-80.649684317,32.843426156,32246,0,|[[[-81.082291, 32.397589], [-80.22359, 32.397589], [-80.22359, 33.181191], [-81.082291, 33.181191], [-81.082291, 32.397589]]]|
45031,Darlington County,45031,None,-79.957729888,34.33251512,39735,0,|[[[-80.288787, 34.085189], [-79.656731, 34.085189], [-79.656731, 34.53522], [-80.288787, 34.53522], [-80.288787, 34.085189]]]|
45033,Dillon County,45033,None,-79.378898618,34.391583166,21256,0,|[[[-79.633413, 34.230913], [-79.071211, 34.230913], [-79.071211, 34.621053], [-79.633413, 34.621053], [-79.633413, 34.230913]]]|
