fsid,name,fips,lsad,longitude,latitude,properties,atRisk,bounding
13001,Appling County,13001,None,-82.288983582,31.749280352,11955,0,|[[[-82.550714, 31.469253], [-82.048582, 31.469253], [-82.048582, 31.966182], [-82.550714, 31.966182], [-82.550714, 31.469253]]]|
13003,Atkinson County,13003,None,-82.879992898,31.297108342,4381,0,|[[[-83.141586, 31.183012], [-82.628975, 31.183012], [-82.628975, 31.420395], [-83.141586, 31.420395], [-83.141586, 31.183012]]]|
13005,Bacon County,13005,None,-82.452685098,31.553674831,6271,0,|[[[-82.628273, 31.416906], [-82.226585, 31.416906], [-82.226585, 31.710796], [-82.628273, 31.710796], [-82.628273, 31.416906]]]|
13007,Baker County,13007,None,-84.444669474,31.326183927,2506,0,|[[[-84.641953, 31.078396], [-84.140852, 31.078396], [-84.140852, 31.454761], [-84.641953, 31.454761], [-84.641953, 31.078396]]]|
13009,Baldwin County,13009,None,-83.249590633,33.069275754,21316,0,|[[[-83.42909, 32.926141], [-83.044327, 32.926141], [-83.044327, 33.1904], [-83.42909, 33.1904], [-83.42909, 32.926141]]]|
13011,Banks County,13011,None,-83.497380165,34.354137011,9602,0,|[[[-83.66967, 34.197499], [-83.337898, 34.197499], [-83.337898, 34.491734], [-83.66967, 34.491734], [-83.66967, 34.197499]]]|
13013,Barrow County,13013,None,-83.712754981,33.993196206,31545,0,|[[[-83.869115, 33.894573], [-83.537385, 33.894573], [-83.537385, 34.127518], [-83.869115, 34.127518], [-83.869115, 33.894573]]]|
13015,Bartow County,13015,None,-84.840507862,34.237863526,44917,0,|[[[-85.047074, 34.075296], [-84.644293, 34.075296], [-84.644293, 34.413061], [-85.047074, 34.413061], [-85.047074, 34.075296]]]|
13017,Ben Hill County,13017,None,-83.220458971,31.759781947,10496,0,|[[[-83.484529, 31.651691], [-82.995666, 31.651691], [-82.995666, 31.851987], [-83.484529, 31.851987], [-83.484529, 31.651691]]]|
13019,Berrien County,13019,None,-83.229622,31.276059904,10243,0,|[[[-83.43901, 31.025405], [-83.033468, 31.025405], [-83.033468, 31.476045], [-83.43901, 31.476045], [-83.43901, 31.025405]]]|
13021,Bibb County,13021,None,-83.697420014,32.806498224,68714,0,|[[[-83.89205, 32.660643], [-83.48943, 32.660643], [-83.48943, 32.952792], [-83.89205, 32.952792], [-83.89205, 32.660643]]]|
13023,Bleckley County,13023,None,-83.327838825,32.434441446,6807,0,|[[[-83.498089, 32.272489], [-83.138991, 32.272489], [-83.138991, 32.584201], [-83.498089, 32.584201], [-83.498089, 32.272489]]]|
13025,Brantley County,13025,None,-81.981895575,31.196876143,12779,0,|[[[-82.284561, 31.010442], [-81.731694, 31.010442], [-81.731694, 31.373721], [-82.284561, 31.373721], [-82.284561, 31.010442]]]|
13027,Brooks County,13027,None,-83.580211907,30.841967736,9905,0,|[[[-83.743729, 30.634406], [-83.308891, 30.634406], [-83.308891, 31.078958], [-83.743729, 31.078958], [-83.743729, 30.634406]]]|
