fsid,count,name,state_name,state_fsid,properties,lsad,longitude,latitude
3953102,861.0,Mount Vernon,Ohio,39,8579,25,-82.473227079,40.3853864192
3953144,32.0,Mount Victory,Ohio,39,588,47,-83.52027510159999,40.5335131538
3953186,13.0,Mowrystown,Ohio,39,332,47,-83.7518175741,39.0405598524
3953270,22.0,Mulberry,Ohio,39,1958,57,-84.2510933853,39.1975408023
3953312,132.0,Munroe Falls,Ohio,39,2209,25,-81.4343539666,41.1385352794
3953410,231.0,Murray City,Ohio,39,350,47,-82.1678064406,39.509647573
3953480,8.0,Mutual,Ohio,39,98,47,-83.6368555869,40.079431555999996
3953550,622.0,Napoleon,Ohio,39,4082,25,-84.12442108409999,41.397781848499996
3953690,58.0,Navarre,Ohio,39,1130,47,-81.5129862248,40.725945702800004
3953718,14.0,Neapolis,Ohio,39,263,57,-83.8747085145,41.4906151694
3953788,286.0,Neffs,Ohio,39,936,57,-80.8170957888,40.0320321209
3953802,61.0,Negley,Ohio,39,296,57,-80.5358799799,40.7927448191
3953816,14.0,Nellie,Ohio,39,125,47,-82.0707441218,40.338507055
3953886,1023.0,Nelsonville,Ohio,39,3288,25,-82.2218521855,39.455976478000004
3953914,127.0,Nettle Lake,Ohio,39,750,57,-84.7270449809,41.6785934985
3953942,42.0,Nevada,Ohio,39,591,47,-83.1311889079,40.8187772808
3953956,377.0,Neville,Ohio,39,402,47,-84.2115405322,38.8122631453
3953970,170.0,New Albany,Ohio,39,4424,25,-82.7897145113,40.0808767731
3954012,32.0,New Alexandria,Ohio,39,210,47,-80.6751284369,40.2915867635
3954040,1803.0,Newark,Ohio,39,20638,25,-82.42494993140001,40.070549430300005
3954068,14.0,New Athens,Ohio,39,268,47,-80.994834513,40.1845388384
3954082,26.0,New Baltimore,Ohio,39,692,57,-84.6704625398,39.2743049715
3954110,3.0,New Bavaria,Ohio,39,94,47,-84.16720647689999,41.2036453988
3954166,547.0,New Boston,Ohio,39,1305,47,-82.93511874880001,38.7517107419
3954194,127.0,New Bremen,Ohio,39,1718,47,-84.37769730069999,40.4347781894
3954250,29.0,Newburgh Heights,Ohio,39,941,47,-81.66271408840001,41.450947534
3954264,89.0,New Burlington,Ohio,39,2259,57,-84.5517876217,39.262306813
3954320,34.0,New California,Ohio,39,948,57,-83.2372563868,40.1502868814
3954334,61.0,New Carlisle,Ohio,39,2402,25,-84.02551125720001,39.9448875994
3954432,359.0,Newcomerstown,Ohio,39,2348,47,-81.5947811838,40.2761432582
3954446,14.0,New Concord,Ohio,39,830,47,-81.737918745,39.994884892600005
3954562,336.0,New Franklin,Ohio,39,7112,25,-81.583873699,40.9524902789
3954628,3.0,New Hampshire,Ohio,39,132,57,-83.9531839638,40.5539685006
3954684,29.0,New Haven,Ohio,39,275,57,-84.7445817817,39.2772519785
3954698,6.0,New Haven,Ohio,39,300,57,-82.68141089,41.0305939659
3954726,53.0,New Holland,Ohio,39,549,47,-83.2594989082,39.554456727
3954838,102.0,New Knoxville,Ohio,39,572,47,-84.31640274899999,40.4942390223
3954852,30.0,New Lebanon,Ohio,39,1814,47,-84.3942492525,39.744041102
3954866,576.0,New Lexington,Ohio,39,2829,47,-82.20799312609999,39.7160139965
3954908,330.0,New London,Ohio,39,1555,47,-82.40661941890001,41.0796240315
3954978,37.0,New Madison,Ohio,39,433,47,-84.708064543,39.9677897113
3955062,14.0,New Marshfield,Ohio,39,296,57,-82.2165255184,39.3253967025
3955104,798.0,New Miami,Ohio,39,1313,47,-84.5398974319,39.431855319499995
3955118,22.0,New Middletown,Ohio,39,794,47,-80.5597231567,40.9647502281
3955188,91.0,New Paris,Ohio,39,795,47,-84.7922039734,39.8565006587
3955216,811.0,New Philadelphia,Ohio,39,8484,25,-81.4401035594,40.4860824998
3955244,23.0,New Pittsburg,Ohio,39,205,57,-82.0989404261,40.8416077422
3955314,40.0,Newport,Ohio,39,231,57,-84.36917753600001,40.2950367612
3955342,141.0,Newport,Ohio,39,780,57,-81.2247665102,39.3965487922
3955384,1651.0,New Richmond,Ohio,39,2337,47,-84.2785104261,38.9623905649
3955398,5.0,New Riegel,Ohio,39,193,47,-83.3190083568,41.0518862586
3955650,137.0,Newton Falls,Ohio,39,3093,47,-80.9701267461,41.1886134309
3955664,11.0,Newtonsville,Ohio,39,195,47,-84.089591373,39.1810666234
3955678,656.0,Newtown,Ohio,39,1585,47,-84.35135591529999,39.1240747148
3955748,70.0,New Vienna,Ohio,39,642,47,-83.6936755471,39.3256035686
3955776,31.0,New Washington,Ohio,39,834,47,-82.8547360246,40.9605026233
3955790,99.0,New Waterford,Ohio,39,689,47,-80.6190228336,40.8480104931
3955818,4.0,New Weston,Ohio,39,102,47,-84.6436095284,40.3370241701
3955874,26.0,Ney,Ohio,39,246,47,-84.52115742,41.3806195883
3955916,176.0,Niles,Ohio,39,9122,25,-80.75313744479999,41.187693216
3956154,73.0,North Baltimore,Ohio,39,2494,47,-83.67016700090001,41.1798863642
3956182,115.0,North Bend,Ohio,39,994,47,-84.7397385044,39.1506368964
3956280,121.0,Northbrook,Ohio,39,4327,57,-84.5795094013,39.2466372317
3956294,406.0,North Canton,Ohio,39,7734,25,-81.3970844454,40.8742499351
3956322,288.0,North College Hill,Ohio,39,5319,25,-84.55177113,39.2173344849
3956420,31.0,North Fairfield,Ohio,39,323,47,-82.6137378951,41.104478491
3956448,19.0,Northfield,Ohio,39,1922,47,-81.5285473437,41.342534809600004
3956553,68.0,Northgate,Ohio,39,3084,57,-84.5942248833,39.2531334624
3956588,4.0,North Hampton,Ohio,39,280,47,-83.9442940684,39.9886126616
3956700,169.0,North Kingsville,Ohio,39,3128,47,-80.6722754376,41.9188315986
3956756,17.0,North Lawrence,Ohio,39,340,57,-81.63460224159999,40.841665986799995
3956770,64.0,North Lewisburg,Ohio,39,760,47,-83.5580570227,40.220518978099996
3956812,1082.0,North Madison,Ohio,39,5009,57,-81.0509566328,41.8298142671
3956882,339.0,North Olmsted,Ohio,39,13362,25,-81.9190305794,41.4149834693
3956910,20.0,North Perry,Ohio,39,559,47,-81.1241359721,41.8002530102
3956924,32.0,North Randall,Ohio,39,259,47,-81.5289760987,41.4326429259
3956938,42.0,Northridge,Ohio,39,3191,57,-83.7770487537,39.9971371579
3956966,741.0,North Ridgeville,Ohio,39,19246,25,-82.01944519189999,41.3851570893
3956994,0.0,North Robinson,Ohio,39,151,47,-82.8568203281,40.792448134000004
3957008,432.0,North Royalton,Ohio,39,11878,25,-81.74515590029999,41.3138260185
3957064,9.0,North Star,Ohio,39,167,47,-84.56898012090001,40.3242607104
3957190,146.0,Northwood,Ohio,39,3905,25,-83.4837614799,41.6088640013
3957218,56.0,North Zanesville,Ohio,39,1792,57,-81.998191284,39.9906136657
3957260,375.0,Norton,Ohio,39,6389,25,-81.6461022814,41.0294010388
3957302,335.0,Norwalk,Ohio,39,7958,25,-82.6088430944,41.2443491931
3957386,414.0,Norwood,Ohio,39,9153,25,-84.4534675501,39.1604878625
3957582,603.0,Oak Harbor,Ohio,39,1638,47,-83.1428570943,41.5122627478
3957596,162.0,Oak Hill,Ohio,39,1161,47,-82.5690968738,38.8961992502
3957750,67.0,Oakwood,Ohio,39,2245,47,-81.5035607791,41.366795550300004
3957764,52.0,Oakwood,Ohio,39,4690,25,-84.1733253831,39.7202163606
3957792,56.0,Oakwood,Ohio,39,581,47,-84.3762790591,41.0930933404
3957834,165.0,Oberlin,Ohio,39,3190,25,-82.2197456836,41.2857152351
3957862,115.0,Obetz,Ohio,39,2546,47,-82.9450807635,39.8670141539
3957876,30.0,Oceola,Ohio,39,211,57,-83.0947629837,40.8440869277
3957918,3.0,Octa,Ohio,39,89,47,-83.6105726327,39.6134224818
3958002,29.0,Ohio City,Ohio,39,496,47,-84.6162310583,40.770295285500005
3958149,17.0,Olde West Chester,Ohio,39,182,57,-84.4034750759,39.3352154182
3958156,3.0,Old Fort,Ohio,39,154,57,-83.1514168021,41.2418771279
3958226,14.0,Old Washington,Ohio,39,260,47,-81.4442180225,40.0376176865
3958422,198.0,Olmsted Falls,Ohio,39,4054,25,-81.9042713442,41.3656657844
3958520,206.0,Ontario,Ohio,39,3841,25,-82.6104758443,40.770983970799996
3958604,25.0,Orange,Ohio,39,1582,47,-81.4742660837,41.4414473267
3958674,7.0,Orangeville,Ohio,39,147,47,-80.52828482460001,41.3417353522
3958730,527.0,Oregon,Ohio,39,9566,25,-83.43183222319999,41.6530374264
3958828,221.0,Orrville,Ohio,39,4112,25,-81.77462582689999,40.8482445574
3958856,20.0,Orwell,Ohio,39,755,47,-80.8596090296,41.5364221289
3958912,10.0,Osgood,Ohio,39,170,47,-84.495631548,40.3393923474
3958940,29.0,Ostrander,Ohio,39,503,47,-83.20869194069999,40.268247119899996
3958982,161.0,Ottawa,Ohio,39,2880,47,-84.0350575495,41.0203652162
3959010,62.0,Ottawa Hills,Ohio,39,1665,47,-83.64331594890001,41.668311765700004
3959052,71.0,Ottoville,Ohio,39,808,47,-84.33875767800001,40.9337748402
3959066,58.0,Otway,Ohio,39,160,47,-83.1886265708,38.865020231500004
3959220,29.0,Owensville,Ohio,39,513,47,-84.1366668429,39.1241794127
3959234,149.0,Oxford,Ohio,39,4382,25,-84.743455583,39.5061957068
3959416,475.0,Painesville,Ohio,39,7306,25,-81.253618093,41.7240364107
3959598,5.0,Palestine,Ohio,39,121,47,-84.7443205006,40.0501517015
3959724,6.0,Pancoastburg,Ohio,39,118,57,-83.264220773,39.623962389
3959738,70.0,Pandora,Ohio,39,802,47,-83.95876945970001,40.9480622478
3959920,38.0,Park Layne,Ohio,39,1566,57,-84.0393870938,39.8881367332
3959934,6.0,Parkman,Ohio,39,224,57,-81.05922998850001,41.372210599
3961000,922.0,Parma,Ohio,39,32763,25,-81.728598867,41.3842411727
3961028,123.0,Parma Heights,Ohio,39,7164,25,-81.76367781729999,41.386504234499995
3961056,15.0,Parral,Ohio,39,131,47,-81.49497068390001,40.5609446002
3961112,331.0,Pataskala,Ohio,39,6953,25,-82.71548513399999,40.010949671999995
3961182,5.0,Patterson,Ohio,39,137,47,-83.5260295954,40.7822939714
3961252,81.0,Paulding,Ohio,39,1814,47,-84.58239296640001,41.1423762353
3961322,36.0,Payne,Ohio,39,241,47,-84.72724903529999,41.079817548
3961420,33.0,Peebles,Ohio,39,967,47,-83.4093782685,38.9462907769
3961504,172.0,Pemberville,Ohio,39,976,47,-83.4587615368,41.409591780599996
3961574,71.0,Peninsula,Ohio,39,551,47,-81.5520188904,41.237764653
3961686,171.0,Pepper Pike,Ohio,39,2895,25,-81.46193484,41.4800538697
3961882,50.0,Perry,Ohio,39,815,47,-81.143012836,41.763673784299996
3962134,227.0,Perry Heights,Ohio,39,3868,57,-81.4680811328,40.797767572
3962148,427.0,Perrysburg,Ohio,39,9312,25,-83.6412423556,41.5377405879
3962190,43.0,Perrysville,Ohio,39,451,47,-82.3144546262,40.6584064684
3962344,3.0,Pettisville,Ohio,39,277,57,-84.2230898927,41.5323514674
3962404,33.0,Pheasant Run,Ohio,39,967,57,-82.1480871422,41.2072095906
3962414,2.0,Phillipsburg,Ohio,39,410,47,-84.40097968090001,39.9039567341
3962442,44.0,Philo,Ohio,39,745,47,-81.909907323,39.8609255199
3962498,322.0,Pickerington,Ohio,39,8204,25,-82.7677897265,39.8889810206
3962578,16.0,Pigeon Creek,Ohio,39,364,57,-81.6722350808,41.1101226749
3962708,49.0,Piketon,Ohio,39,1429,47,-82.9984827335,39.0648592525
3962834,70.0,Pioneer,Ohio,39,1050,47,-84.5534379635,41.6775255568
3962848,1102.0,Piqua,Ohio,39,9797,25,-84.2438334416,40.1504172479
3962890,5.0,Pitsburg,Ohio,39,193,47,-84.4878295885,39.987155572
3963030,87.0,Plain City,Ohio,39,2038,47,-83.26935369569999,40.106707053
3963044,4.0,Plainfield,Ohio,39,135,47,-81.7182123444,40.2051300942
3963072,73.0,Plainville,Ohio,39,142,57,-84.3593411126,39.143918336999995
3963436,34.0,Pleasant City,Ohio,39,349,47,-81.5438076404,39.9032741881
3963478,35.0,Pleasant Grove,Ohio,39,856,57,-81.959274017,39.9512496346
3963534,5.0,Pleasant Hill,Ohio,39,652,47,-84.3459878111,40.0505424993
3963548,7.0,Pleasant Hills,Ohio,39,472,57,-84.5233131919,39.2362767944
3963576,2.0,Pleasant Plain,Ohio,39,98,47,-84.1121149175,39.2784333674
3963604,30.0,Pleasant Run,Ohio,39,2013,57,-84.5756953553,39.2927007436
3963618,15.0,Pleasant Run Farm,Ohio,39,1705,57,-84.54937513109999,39.3016540677
3963716,8.0,Pleasantville,Ohio,39,476,47,-82.5222807129,39.8097779772
3963758,1.0,Plumwood,Ohio,39,198,57,-83.4148119954,40.0087918767
3963800,48.0,Plymouth,Ohio,39,1141,47,-82.66721799220001,40.9965733502
3963954,30.0,Poland,Ohio,39,1316,47,-80.6156725219,41.0219810841
3963996,2.0,Polk,Ohio,39,249,47,-82.2146717625,40.9448878369
3964024,1925.0,Pomeroy,Ohio,39,3544,47,-82.03404991939999,39.029154625100006
3964108,8.0,Portage,Ohio,39,340,47,-83.6468001645,41.3232177536
3964136,335.0,Portage Lakes,Ohio,39,4635,57,-81.5347748621,41.0035097362
3964150,265.0,Port Clinton,Ohio,39,3263,25,-82.9381330714,41.5094847936
3964262,75.0,Port Jefferson,Ohio,39,261,47,-84.0925067184,40.3303687616
3964304,2241.0,Portsmouth,Ohio,39,13022,25,-82.944399348,38.7538831296
3964346,37.0,Port Washington,Ohio,39,403,47,-81.51911419560001,40.3267720026
3964360,15.0,Port William,Ohio,39,198,47,-83.7854592222,39.552261592600004
3964430,2.0,Potsdam,Ohio,39,190,47,-84.4148206931,39.9637123898
3964472,290.0,Pottery Addition,Ohio,39,392,57,-80.624539988,40.4027923888
3964486,167.0,Powell,Ohio,39,5039,25,-83.081738334,40.1677834585
3964542,899.0,Powhatan Point,Ohio,39,1266,47,-80.8097999383,39.8624868657
3964766,579.0,Proctorville,Ohio,39,581,47,-82.381773917,38.4376068877
3964780,312.0,Prospect,Ohio,39,661,47,-83.1848042176,40.4539173194
3964906,2.0,Pulaski,Ohio,39,101,57,-84.5078889438,41.5108318853
3965032,34.0,Put-in-Bay,Ohio,39,454,47,-82.8173060295,41.653061911
3965116,216.0,Quaker City,Ohio,39,466,47,-81.2973569823,39.969656231100004
3965200,18.0,Quincy,Ohio,39,375,47,-83.9686633871,40.295567471700004
3965256,305.0,Racine,Ohio,39,643,47,-81.9123305591,38.9688281851
3965298,4.0,Radnor,Ohio,39,130,57,-83.1458845663,40.3852380498
3965508,62.0,Rarden,Ohio,39,170,47,-83.2424135974,38.9233151182
3965592,280.0,Ravenna,Ohio,39,5479,25,-81.2420362143,41.161358075900004
3965634,15.0,Rawson,Ohio,39,296,47,-83.7849665199,40.9568851265
3965662,273.0,Rayland,Ohio,39,335,47,-80.69102177399999,40.184252223200005
3965676,7.0,Raymond,Ohio,39,195,57,-83.46347496109999,40.3350144733
3965732,738.0,Reading,Ohio,39,5063,25,-84.4332543907,39.2241017868
3966152,153.0,Reminderville,Ohio,39,2183,47,-81.4018290887,41.333836469
3966180,28.0,Remington,Ohio,39,208,57,-84.3218709932,39.2288916186
3966222,66.0,Rendville,Ohio,39,319,47,-82.0899520688,39.6199219988
3966250,407.0,Reno,Ohio,39,810,57,-81.3933052212,39.3768174675
3966320,15.0,Republic,Ohio,39,527,47,-83.01665682710001,41.1250172554
3966390,278.0,Reynoldsburg,Ohio,39,12417,25,-82.7943068781,39.958723199699996
3966530,58.0,Richfield,Ohio,39,2046,47,-81.6418216948,41.2355593428
3966824,11.0,Richmond,Ohio,39,409,47,-80.77189042270001,40.432849687
3966880,22.0,Richmond Dale,Ohio,39,248,57,-82.81214975430001,39.2041914494
3966894,41.0,Richmond Heights,Ohio,39,4143,25,-81.5028664089,41.5589259056
3966922,33.0,Richville,Ohio,39,1700,57,-81.46834425189999,40.752882680999996
3966936,84.0,Richwood,Ohio,39,1280,47,-83.2955173425,40.4276038373
3967104,39.0,Ridgeville Corners,Ohio,39,334,57,-84.25536369439999,41.4387534862
3967118,45.0,Ridgeway,Ohio,39,377,47,-83.5689478763,40.5124298111
3967258,48.0,Rio Grande,Ohio,39,384,47,-82.3790674891,38.87973371
3967272,786.0,Ripley,Ohio,39,1448,47,-83.8346156795,38.7325129992
3967314,29.0,Risingsun,Ohio,39,522,47,-83.4269111723,41.267053340100006
3967356,287.0,Rittman,Ohio,39,3307,25,-81.7846510138,40.9736665691
3967440,4.0,Riverlea,Ohio,39,265,47,-83.0250474507,40.0804074756
3967468,851.0,Riverside,Ohio,39,9570,25,-84.1219453895,39.783566078
3967600,82.0,Roaming Shores,Ohio,39,2102,47,-80.8249246108,41.636573835300005
3967664,35.0,Robertsville,Ohio,39,199,57,-81.19372512689999,40.7619807033
3967762,11.0,Rochester,Ohio,39,210,47,-82.305846333,41.1245439755
3967804,79.0,Rockbridge,Ohio,39,130,57,-82.5262293824,39.586228418699996
3967846,29.0,Rock Creek,Ohio,39,343,47,-80.8543283153,41.6604310565
3967874,19.0,Rockford,Ohio,39,825,47,-84.65022924659999,40.6915165786
3968004,14.0,Rocky Fork Point,Ohio,39,835,57,-83.4901063045,39.1878454036
3968042,1.0,Rocky Ridge,Ohio,39,323,47,-83.2126086462,41.5309152489
3968056,239.0,Rocky River,Ohio,39,9279,25,-81.8533327907,41.4731162838
3968084,32.0,Rogers,Ohio,39,230,47,-80.627462322,40.789667086
3968196,5.0,Rome,Ohio,39,88,47,-83.3793218908,38.6656729878
3968448,60.0,Rose Farm,Ohio,39,180,57,-82.0778245013,39.7358118194
3968546,397.0,Rosemount,Ohio,39,1541,57,-82.96639506689999,38.781237112199996
3968560,47.0,Roseville,Ohio,39,522,47,-82.0755667549,39.8065426079
3968602,635.0,Ross,Ohio,39,2299,57,-84.6599300708,39.3146448503
3968672,2.0,Rossburg,Ohio,39,140,47,-84.6382802513,40.2802025933
3968686,197.0,Rossford,Ohio,39,3639,25,-83.5691637493,41.5832506702
3968714,39.0,Rossmoyne,Ohio,39,1645,57,-84.38864194199999,39.214473548200004
3968742,108.0,Roswell,Ohio,39,191,47,-81.3481002725,40.475937213200005
3968938,117.0,Rudolph,Ohio,39,296,57,-83.6640007876,41.2965133236
3969176,12.0,Rushsylvania,Ohio,39,342,47,-83.6711707971,40.4613127171
3969302,38.0,Russells Point,Ohio,39,1433,47,-83.8938745816,40.4681429591
3969316,9.0,Russellville,Ohio,39,614,47,-83.78778332270001,38.8672731983
3969344,44.0,Russia,Ohio,39,386,47,-84.407733956,40.2341186704
3969358,283.0,Rutland,Ohio,39,511,47,-82.12792826350001,39.0410200708
3969400,89.0,Sabina,Ohio,39,1374,47,-83.6336628114,39.490170193000004
3969470,289.0,St. Bernard,Ohio,39,2464,47,-84.4954983029,39.171032235300004
3969526,139.0,St. Clairsville,Ohio,39,2920,25,-80.8996216367,40.0792103318
3969540,79.0,St. Henry,Ohio,39,1170,47,-84.632618875,40.4207905886
3969596,24.0,St. Johns,Ohio,39,166,57,-84.0795978468,40.5558523409
3969652,14.0,St. Louisville,Ohio,39,194,47,-82.4180524318,40.1711097439
3969666,12.0,St. Martin,Ohio,39,137,57,-83.8844053138,39.2117735118
3969680,182.0,St. Marys,Ohio,39,4156,25,-84.3930970913,40.547543857
3969708,126.0,St. Paris,Ohio,39,1219,47,-83.9643520678,40.1269436069
3969834,200.0,Salem,Ohio,39,6722,25,-80.8491350545,40.9048974909
3970050,48.0,Salem Heights,Ohio,39,1920,57,-84.3840201286,39.0657608194
3970072,36.0,Salesville,Ohio,39,143,57,-81.336567717,39.9740891894
3970100,303.0,Salineville,Ohio,39,1249,47,-80.83442497760001,40.620724170900004
3970380,794.0,Sandusky,Ohio,39,13135,25,-82.7141310864,41.456391785
3970464,7.0,Sandyville,Ohio,39,246,57,-81.36705492770001,40.6467232387
3970520,3.0,Sarahsville,Ohio,39,175,47,-81.4693540808,39.8074938461
3970534,11.0,Sardinia,Ohio,39,755,47,-83.8013907537,39.0090005701
3970548,106.0,Sardis,Ohio,39,431,57,-80.9058452483,39.6269213231
3970576,5.0,Savannah,Ohio,39,282,47,-82.3661569821,40.9667552633
3970618,53.0,Sawyerwood,Ohio,39,1193,57,-81.441257108,41.034469513299996
3970814,102.0,Scio,Ohio,39,605,47,-81.0881747442,40.3989836919
3970912,108.0,Sciotodale,Ohio,39,890,57,-82.8603629193,38.753874757
3971080,58.0,Scott,Ohio,39,127,47,-84.5836897787,40.988958542199995
3971206,18.0,Seaman,Ohio,39,576,47,-83.5753685299,38.936981255300005
3971220,166.0,Sebring,Ohio,39,2685,47,-81.0230886108,40.920668007399996
3971360,40.0,Senecaville,Ohio,39,552,47,-81.4594621461,39.934764297600005
3971416,136.0,Seven Hills,Ohio,39,5585,25,-81.6736628543,41.3804478248
3971444,28.0,Seven Mile,Ohio,39,414,47,-84.5523171426,39.4859200773
3971486,136.0,Seville,Ohio,39,1460,47,-81.8671260865,41.020905974899996
3971640,1027.0,Shadyside,Ohio,39,2203,47,-80.7511542876,39.971746000100005
3971682,219.0,Shaker Heights,Ohio,39,10671,25,-81.5495962784,41.474408761999996
3971892,393.0,Sharonville,Ohio,39,6226,25,-84.4068921183,39.2824690916
3971958,148.0,Shawnee,Ohio,39,707,57,-84.7886810699,39.1366515932
3971962,105.0,Shawnee,Ohio,39,687,47,-82.2045799512,39.6063118208
3971976,91.0,Shawnee Hills,Ohio,39,1754,47,-83.1356563862,40.1600744061
3971983,60.0,Shawnee Hills,Ohio,39,1035,57,-83.7822035933,39.6514308646
3972060,148.0,Sheffield,Ohio,39,2550,47,-82.0911701485,41.4558840775
3972088,122.0,Sheffield Lake,Ohio,39,7112,25,-82.097648385,41.4883866968
3972102,285.0,Shelby,Ohio,39,4890,25,-82.657737919,40.8846255367
3972242,154.0,Sherrodsville,Ohio,39,345,47,-81.2440974961,40.494500208000005
3972256,47.0,Sherwood,Ohio,39,690,47,-84.5530148429,41.2889542681
3972258,59.0,Sherwood,Ohio,39,1624,57,-84.360834347,39.085286824499995
3972298,12.0,Shiloh,Ohio,39,386,47,-82.6015475191,40.969470607
3972396,72.0,Shreve,Ohio,39,981,47,-82.02176123390001,40.6814331791
3972424,481.0,Sidney,Ohio,39,10527,25,-84.1667909713,40.289114427
3972494,104.0,Silver Lake,Ohio,39,1252,47,-81.4605100883,41.1593399808
3972522,123.0,Silverton,Ohio,39,2770,47,-84.4009274026,39.1882467931
3972578,36.0,Sinking Spring,Ohio,39,163,47,-83.3871354628,39.0747219239
3972620,21.0,Sixteen Mile Stand,Ohio,39,865,57,-84.3264392497,39.2748747259
3972648,17.0,Skyline Acres,Ohio,39,722,57,-84.5664939121,39.227616673600004
3972760,6.0,Smithfield,Ohio,39,887,47,-80.77726700310001,40.271557967199996
3972788,66.0,Smithville,Ohio,39,845,47,-81.8601630563,40.8623195438
3972928,350.0,Solon,Ohio,39,9955,25,-81.4401103031,41.386438320100005
3972977,8.0,Somerset,Ohio,39,807,47,-82.2995897904,39.806377975100006
3972998,80.0,Somerville,Ohio,39,240,57,-84.6389850307,39.5638596366
3973040,40.0,South Amherst,Ohio,39,967,47,-82.2393530109,41.3514549643
3973068,41.0,South Bloomfield,Ohio,39,772,47,-82.9931298062,39.7170044884
3973118,138.0,South Canal,Ohio,39,3522,57,-80.9863630266,41.1759438439
3973124,18.0,South Charleston,Ohio,39,818,47,-83.6415736561,39.8248762222
3973264,285.0,South Euclid,Ohio,39,10051,25,-81.5244905335,41.523938799
3973446,242.0,South Lebanon,Ohio,39,2249,47,-84.2191977115,39.3686003054
3973670,649.0,South Point,Ohio,39,2646,47,-82.5783591926,38.421299992
3973684,73.0,South Russell,Ohio,39,1752,47,-81.33506771340001,41.4318145695
3973698,6.0,South Salem,Ohio,39,178,47,-83.3069614425,39.3373739383
3973796,4.0,South Vienna,Ohio,39,243,47,-83.6134284916,39.9293579283
3973824,45.0,South Webster,Ohio,39,584,47,-82.7282108086,38.817016435300005
3973894,101.0,South Zanesville,Ohio,39,960,47,-82.0179407901,39.9036185634
3973950,0.0,Sparta,Ohio,39,141,47,-82.6996475088,40.3944332093
3973992,9.0,Spencer,Ohio,39,410,47,-82.1230609545,41.0991585716
3974034,235.0,Spencerville,Ohio,39,1130,47,-84.35267931140001,40.7079191538
3974076,197.0,Springboro,Ohio,39,7745,25,-84.2349114438,39.5611839698
3974104,84.0,Springdale,Ohio,39,4358,25,-84.4759418256,39.2909269292
3974118,1379.0,Springfield,Ohio,39,29267,25,-83.7961160027,39.930387852399996
3974216,91.0,Spring Valley,Ohio,39,363,47,-84.0068912073,39.6101686983
3974566,33.0,Sterling,Ohio,39,321,57,-81.8439438506,40.9662449308
3974608,1107.0,Steubenville,Ohio,39,12560,25,-80.6518571936,40.36534755
3974622,121.0,Stewart,Ohio,39,249,57,-81.8974900341,39.308028533299996
3974734,20.0,Stockdale,Ohio,39,200,57,-82.8573250113,38.9578401769
3974748,62.0,Stockport,Ohio,39,495,47,-81.7943967325,39.5488702246
3974804,107.0,Stone Creek,Ohio,39,174,47,-81.55808249,40.3997532965
3974832,60.0,Stony Prairie,Ohio,39,654,57,-83.1520104836,41.3522026927
3974846,16.0,Stony Ridge,Ohio,39,374,57,-83.5093304554,41.5075461506
3974916,29.0,Stoutsville,Ohio,39,473,47,-82.823363757,39.604975500500004
3974944,1048.0,Stow,Ohio,39,13901,25,-81.4343728978,41.1764688456
3974958,236.0,Strasburg,Ohio,39,1374,47,-81.5295591304,40.6005949889
3975000,225.0,Stratton,Ohio,39,276,47,-80.6314337657,40.5254365309
3975014,259.0,Streetsboro,Ohio,39,5802,25,-81.3455706673,41.2395959621
3975098,459.0,Strongsville,Ohio,39,18117,25,-81.83132002939999,41.3127859049
3975126,144.0,Struthers,Ohio,39,6779,25,-80.5920170084,41.0509807612
3975140,56.0,Stryker,Ohio,39,844,47,-84.41807050119999,41.5024750085
3975196,3.0,Sugar Bush Knolls,Ohio,39,142,47,-81.3470733627,41.2036469595
3975210,129.0,Sugarcreek,Ohio,39,1533,47,-81.6408982896,40.5076183879
3975252,29.0,Sugar Grove,Ohio,39,221,47,-82.5455155238,39.6279955695
3975392,17.0,Sulphur Springs,Ohio,39,163,57,-82.8764297182,40.872219831500004
3975406,10.0,Summerfield,Ohio,39,240,47,-81.3355047958,39.7969086536
3975434,22.0,Summerside,Ohio,39,1835,57,-84.28611179859999,39.1187746372
3975574,6.0,Summitville,Ohio,39,94,47,-80.8875300611,40.6758961097
3975602,108.0,Sunbury,Ohio,39,2505,47,-82.8803889387,40.2484599669
3975896,162.0,Swanton,Ohio,39,1928,47,-83.8889953579,41.584176502300004
3975980,33.0,Sycamore,Ohio,39,701,47,-83.1709697565,40.951672638299996
3976022,228.0,Sylvania,Ohio,39,6630,25,-83.7085713812,41.7100935606
3976050,349.0,Syracuse,Ohio,39,994,47,-81.9689033818,38.998773076199996
3976106,240.0,Tallmadge,Ohio,39,7936,25,-81.4215698989,41.1023362393
3976148,28.0,Tarlton,Ohio,39,218,47,-82.7781121431,39.5542515581
3976197,301.0,Taylor Creek,Ohio,39,2310,57,-84.67963983899999,39.2364095876
3976428,93.0,Terrace Park,Ohio,39,1986,47,-84.3111131295,39.158380934
3976568,97.0,The Plains,Ohio,39,1775,57,-82.134360425,39.365457161
3976582,304.0,The Village of Indian Hill,Ohio,39,4065,25,-84.3341579136,39.1916432646
3976666,110.0,Thornport,Ohio,39,1222,57,-82.4270815957,39.920927014600004
3976680,6.0,Thornville,Ohio,39,541,47,-82.414093541,39.8929083208
3976764,14.0,Thurston,Ohio,39,295,47,-82.5529987903,39.8450516401
3976778,1422.0,Tiffin,Ohio,39,9043,25,-83.18046959979999,41.1164664012
